"layer_from","node_from","layer_to","node_to","weight"
7,270,7,9,1
7,274,7,9,0.428571428571429
7,55,7,10,0.285714285714286
7,92,7,10,0.103571428571429
7,97,7,10,1
7,103,7,10,0.5
7,107,7,10,0.333333333333333
7,115,7,10,0.153846153846154
7,126,7,10,0.25
7,129,7,10,0.666666666666667
7,136,7,10,1
7,138,7,10,0.5625
7,139,7,10,0.571428571428571
7,141,7,10,0.166666666666667
7,163,7,10,0.238095238095238
7,165,7,10,0.117647058823529
7,169,7,10,1
7,170,7,10,0.166666666666667
7,190,7,10,0.125
7,191,7,10,1
7,209,7,10,1
7,239,7,10,1
7,255,7,10,1
7,98,7,21,1
7,162,7,21,1
7,165,7,21,0.0588235294117647
7,176,7,21,1
7,202,7,21,1
7,243,7,21,1
7,275,7,21,0.666666666666667
7,92,7,31,0.1
7,127,7,31,1
7,170,7,31,0.166666666666667
7,265,7,31,0.25
7,92,7,35,0.0142857142857143
7,190,7,35,0.125
7,55,7,4,0.428571428571429
7,92,7,4,0.00357142857142857
7,114,7,4,0.5
7,138,7,4,0.125
7,288,7,4,1
7,92,7,5,0.0178571428571429
7,208,7,5,0.5
7,211,7,5,1
7,92,7,8,0.0857142857142857
7,107,7,8,0.166666666666667
7,138,7,8,0.0625
7,190,7,8,0.125
7,226,7,8,0.333333333333333
7,92,7,9,0.0714285714285714
7,94,7,9,1
7,107,7,9,0.166666666666667
7,121,7,9,0.5
7,126,7,9,0.25
7,141,7,9,0.166666666666667
7,163,7,9,0.0476190476190476
7,165,7,9,0.117647058823529
7,208,7,9,0.5
7,228,7,9,1
7,233,7,9,1
7,274,7,9,0.571428571428571
7,75,7,10,1
7,92,7,10,0.15
7,96,7,10,1
7,103,7,10,0.25
7,111,7,10,1
7,115,7,10,0.846153846153846
7,126,7,10,0.25
7,134,7,10,1
7,138,7,10,0.1875
7,141,7,10,0.5
7,163,7,10,0.285714285714286
7,165,7,10,0.529411764705882
7,170,7,10,0.666666666666667
7,190,7,10,0.625
7,207,7,10,1
7,242,7,10,1
7,254,7,10,1
7,265,7,10,0.5
7,92,7,31,0.153571428571429
7,108,7,31,1
7,121,7,31,0.5
7,193,7,31,1
7,192,7,33,0.285714285714286
7,210,7,33,1
7,248,7,33,1
7,275,7,33,0.333333333333333
7,92,7,35,0.00714285714285714
7,265,7,35,0.25
7,92,7,37,0.00357142857142857
7,140,7,38,1
7,192,7,38,0.714285714285714
7,226,7,38,0.666666666666667
6,8,2,8,0.0952380952380953
3,8,2,8,0.0869565217391304
4,8,2,8,0.0625
1,8,2,8,0.0526315789473684
3,8,6,8,0.0833333333333334
7,8,6,8,0.105263157894737
4,8,6,8,0.0588235294117647
5,8,6,8,0.1
1,8,6,8,0.0499999999999999
7,8,3,8,0.0952380952380953
4,8,3,8,0.25
5,8,3,8,0.0434782608695652
1,8,3,8,0.0454545454545455
4,8,7,8,0.0714285714285714
5,8,7,8,0.117647058823529
5,8,4,8,0.142857142857143
6,9,2,9,0.0555555555555556
3,9,2,9,0.108108108108108
7,9,2,9,0.027027027027027
4,9,2,9,0.0555555555555556
5,9,2,9,0.0697674418604651
1,9,2,9,0.0625
3,9,6,9,0.148148148148148
7,9,6,9,0.272727272727273
4,9,6,9,0.12
5,9,6,9,0.161290322580645
1,9,6,9,0.025
7,9,3,9,0.148148148148148
4,9,3,9,0.148148148148148
5,9,3,9,0.114285714285714
1,9,3,9,0.0232558139534883
4,9,7,9,0.12
5,9,7,9,0.2
5,9,4,9,0.241379310344828
1,9,5,9,0.0208333333333334
4,14,2,14,0.111111111111111
6,17,2,17,0.121951219512195
3,17,2,17,0.0731707317073171
4,17,2,17,0.0697674418604651
5,17,2,17,0.0303030303030303
1,17,2,17,0.0930232558139535
3,17,6,17,0.25
4,17,6,17,0.142857142857143
5,17,6,17,0.111111111111111
1,17,6,17,0.03125
4,17,3,17,0.304347826086956
5,17,3,17,0.0588235294117647
1,17,3,17,0.0333333333333334
5,17,4,17,0.0526315789473684
1,17,4,17,0.03125
1,17,5,17,0.0499999999999999
3,26,2,26,0.105263157894737
4,26,2,26,0.166666666666667
5,26,2,26,0.117647058823529
3,26,6,26,0.272727272727273
5,26,6,26,0.2
4,26,3,26,0.181818181818182
5,26,3,26,0.384615384615385
5,26,4,26,0.375
5,12,6,12,0.222222222222222
4,12,3,12,0.2
5,12,3,12,0.375
5,12,4,12,0.166666666666667
3,16,6,16,0.2
3,34,6,34,0.181818181818182
4,34,6,34,0.2
4,34,3,34,0.181818181818182
3,35,6,35,0.0588235294117647
7,35,6,35,0.0833333333333334
5,35,6,35,0.0714285714285714
7,35,3,35,0.1
5,35,3,35,0.181818181818182
5,35,7,35,0.142857142857143
4,38,3,38,0.133333333333333
4,38,7,38,0.25
5,38,7,38,0.1
5,38,4,38,0.176470588235294
4,1,6,1,0.1
5,1,6,1,0.137931034482759
5,1,4,1,0.2
7,10,6,10,0.114285714285714
4,10,6,10,0.115384615384615
5,10,6,10,0.153846153846154
4,10,7,10,0.0666666666666667
5,10,7,10,0.133333333333333
5,10,4,10,0.0434782608695652
5,13,4,13,0.142857142857143
4,20,6,20,0.125
7,31,6,31,0.0714285714285714
4,31,6,31,0.19047619047619
5,31,6,31,0.0555555555555556
4,31,7,31,0.0909090909090909
5,31,7,31,0.125
5,31,4,31,0.076923076923077
5,5,7,5,0.25
7,4,6,4,0.111111111111111
5,4,7,4,0.125
7,33,6,33,0.142857142857143
1,170,2,170,0.2
1,170,3,170,0.166666666666667
4,170,7,170,1
5,242,2,242,0.166666666666667
1,242,2,242,0.333333333333333
1,242,5,242,0.166666666666667
6,216,2,216,0.5
1,216,2,216,0.333333333333333
1,216,6,216,0.222222222222222
4,187,6,187,0.333333333333333
1,187,3,187,0.25
5,187,4,187,0.333333333333333
1,225,2,225,1
6,284,2,284,1
3,284,2,284,1
4,284,2,284,1
5,284,2,284,1
1,284,2,284,0.5
3,284,6,284,1
4,284,6,284,1
5,284,6,284,1
1,284,6,284,0.5
4,284,3,284,1
5,284,3,284,1
1,284,3,284,0.5
5,284,4,284,1
1,284,4,284,0.5
1,284,5,284,0.5
4,101,6,101,1
1,206,2,206,1
3,111,2,111,0.25
4,111,2,111,0.333333333333333
4,111,3,111,0.25
3,106,2,106,1
6,235,2,235,0.5
3,235,2,235,0.666666666666667
3,235,6,235,0.333333333333333
6,274,2,274,0.333333333333333
3,274,2,274,0.25
7,274,2,274,0.5
4,274,2,274,0.125
5,274,2,274,0.333333333333333
3,274,6,274,0.25
7,274,6,274,0.5
4,274,6,274,0.285714285714286
5,274,6,274,1
7,274,3,274,0.333333333333333
4,274,3,274,0.428571428571428
5,274,3,274,0.25
4,274,7,274,0.142857142857143
5,274,7,274,0.5
5,274,4,274,0.285714285714286
6,275,2,275,0.142857142857143
3,275,2,275,0.142857142857143
4,275,2,275,0.285714285714286
3,275,6,275,0.333333333333333
7,275,6,275,0.2
4,275,6,275,0.285714285714286
5,275,6,275,0.166666666666667
4,275,3,275,0.5
5,275,3,275,0.166666666666667
5,275,4,275,0.333333333333333
3,50,2,50,0.5
4,50,2,50,0.5
5,50,2,50,0.111111111111111
4,50,3,50,0.333333333333333
5,50,3,50,0.2
5,50,4,50,0.0909090909090909
6,55,2,55,0.166666666666667
3,55,2,55,0.2
4,55,2,55,0.25
5,55,2,55,0.166666666666667
7,55,6,55,0.2
5,55,6,55,0.142857142857143
4,55,3,55,0.25
5,55,3,55,0.166666666666667
5,55,4,55,0.2
6,163,2,163,0.142857142857143
3,163,6,163,0.222222222222222
7,163,6,163,0.428571428571428
7,163,3,163,0.166666666666667
5,163,3,163,0.25
3,92,2,92,0.125
4,92,2,92,0.076923076923077
5,92,2,92,0.0625
3,92,6,92,0.214285714285714
7,92,6,92,0.416666666666667
4,92,6,92,0.375
5,92,6,92,0.315789473684211
7,92,3,92,0.230769230769231
4,92,3,92,0.235294117647059
5,92,3,92,0.263157894736842
4,92,7,92,0.235294117647059
5,92,7,92,0.333333333333333
5,92,4,92,0.318181818181818
3,60,6,60,0.285714285714286
4,60,6,60,0.111111111111111
4,60,3,60,0.222222222222222
3,165,6,165,0.4
7,165,6,165,0.0909090909090909
4,165,6,165,0.272727272727273
5,165,6,165,0.363636363636364
7,165,3,165,0.25
4,165,3,165,0.2
5,165,3,165,0.181818181818182
4,165,7,165,0.111111111111111
5,165,7,165,0.1
5,165,4,165,0.181818181818182
4,73,3,73,0.25
4,136,7,136,0.5
5,139,7,139,0.666666666666667
4,217,3,217,0.111111111111111
5,217,4,217,0.1
3,44,6,44,0.5
5,44,6,44,0.333333333333333
5,44,3,44,0.5
5,56,3,56,0.5
4,130,3,130,0.333333333333333
3,203,6,203,1
3,215,6,215,0.333333333333333
5,211,7,211,0.5
5,270,7,270,1
4,226,7,226,0.333333333333333
5,241,4,241,0.5
5,218,4,218,1
5,87,4,87,1
5,266,4,266,0.166666666666667
4,62,6,62,0.25
7,192,6,192,0.333333333333333
4,192,6,192,0.25
4,192,7,192,0.25
5,135,4,135,1
5,227,4,227,1
5,254,4,254,0.25
4,243,6,243,0.333333333333333
4,140,7,140,0.5
5,140,7,140,1
5,140,4,140,0.5
7,126,6,126,0.25
5,126,6,126,0.4
5,126,7,126,0.333333333333333
7,141,6,141,0.25
5,141,6,141,0.666666666666667
5,141,7,141,0.2
7,138,6,138,0.2
5,138,6,138,0.125
5,138,7,138,0.285714285714286
5,193,7,193,1
7,255,6,255,0.2
2,8,6,8,0.0952380952380953
2,8,3,8,0.0869565217391304
2,8,4,8,0.0625
2,8,1,8,0.0526315789473684
6,8,3,8,0.0833333333333334
6,8,7,8,0.105263157894737
6,8,4,8,0.0588235294117647
6,8,5,8,0.1
6,8,1,8,0.0499999999999999
3,8,7,8,0.0952380952380953
3,8,4,8,0.25
3,8,5,8,0.0434782608695652
3,8,1,8,0.0454545454545455
7,8,4,8,0.0714285714285714
7,8,5,8,0.117647058823529
4,8,5,8,0.142857142857143
2,9,6,9,0.0555555555555556
2,9,3,9,0.108108108108108
2,9,7,9,0.027027027027027
2,9,4,9,0.0555555555555556
2,9,5,9,0.0697674418604651
2,9,1,9,0.0625
6,9,3,9,0.148148148148148
6,9,7,9,0.272727272727273
6,9,4,9,0.12
6,9,5,9,0.161290322580645
6,9,1,9,0.025
3,9,7,9,0.148148148148148
3,9,4,9,0.148148148148148
3,9,5,9,0.114285714285714
3,9,1,9,0.0232558139534883
7,9,4,9,0.12
7,9,5,9,0.2
4,9,5,9,0.241379310344828
5,9,1,9,0.0208333333333334
2,14,4,14,0.111111111111111
2,17,6,17,0.121951219512195
2,17,3,17,0.0731707317073171
2,17,4,17,0.0697674418604651
2,17,5,17,0.0303030303030303
2,17,1,17,0.0930232558139535
6,17,3,17,0.25
6,17,4,17,0.142857142857143
6,17,5,17,0.111111111111111
6,17,1,17,0.03125
3,17,4,17,0.304347826086956
3,17,5,17,0.0588235294117647
3,17,1,17,0.0333333333333334
4,17,5,17,0.0526315789473684
4,17,1,17,0.03125
5,17,1,17,0.0499999999999999
2,26,3,26,0.105263157894737
2,26,4,26,0.166666666666667
2,26,5,26,0.117647058823529
6,26,3,26,0.272727272727273
6,26,5,26,0.2
3,26,4,26,0.181818181818182
3,26,5,26,0.384615384615385
4,26,5,26,0.375
6,12,5,12,0.222222222222222
3,12,4,12,0.2
3,12,5,12,0.375
4,12,5,12,0.166666666666667
6,16,3,16,0.2
6,34,3,34,0.181818181818182
6,34,4,34,0.2
3,34,4,34,0.181818181818182
6,35,3,35,0.0588235294117647
6,35,7,35,0.0833333333333334
6,35,5,35,0.0714285714285714
3,35,7,35,0.1
3,35,5,35,0.181818181818182
7,35,5,35,0.142857142857143
3,38,4,38,0.133333333333333
7,38,4,38,0.25
7,38,5,38,0.1
4,38,5,38,0.176470588235294
6,1,4,1,0.1
6,1,5,1,0.137931034482759
4,1,5,1,0.2
6,10,7,10,0.114285714285714
6,10,4,10,0.115384615384615
6,10,5,10,0.153846153846154
7,10,4,10,0.0666666666666667
7,10,5,10,0.133333333333333
4,10,5,10,0.0434782608695652
4,13,5,13,0.142857142857143
6,20,4,20,0.125
6,31,7,31,0.0714285714285714
6,31,4,31,0.19047619047619
6,31,5,31,0.0555555555555556
7,31,4,31,0.0909090909090909
7,31,5,31,0.125
4,31,5,31,0.076923076923077
7,5,5,5,0.25
6,4,7,4,0.111111111111111
7,4,5,4,0.125
6,33,7,33,0.142857142857143
2,170,1,170,0.2
3,170,1,170,0.166666666666667
7,170,4,170,1
2,242,5,242,0.166666666666667
2,242,1,242,0.333333333333333
5,242,1,242,0.166666666666667
2,216,6,216,0.5
2,216,1,216,0.333333333333333
6,216,1,216,0.222222222222222
6,187,4,187,0.333333333333333
3,187,1,187,0.25
4,187,5,187,0.333333333333333
2,225,1,225,1
2,284,6,284,1
2,284,3,284,1
2,284,4,284,1
2,284,5,284,1
2,284,1,284,0.5
6,284,3,284,1
6,284,4,284,1
6,284,5,284,1
6,284,1,284,0.5
3,284,4,284,1
3,284,5,284,1
3,284,1,284,0.5
4,284,5,284,1
4,284,1,284,0.5
5,284,1,284,0.5
6,101,4,101,1
2,206,1,206,1
2,111,3,111,0.25
2,111,4,111,0.333333333333333
3,111,4,111,0.25
2,106,3,106,1
2,235,6,235,0.5
2,235,3,235,0.666666666666667
6,235,3,235,0.333333333333333
2,274,6,274,0.333333333333333
2,274,3,274,0.25
2,274,7,274,0.5
2,274,4,274,0.125
2,274,5,274,0.333333333333333
6,274,3,274,0.25
6,274,7,274,0.5
6,274,4,274,0.285714285714286
6,274,5,274,1
3,274,7,274,0.333333333333333
3,274,4,274,0.428571428571428
3,274,5,274,0.25
7,274,4,274,0.142857142857143
7,274,5,274,0.5
4,274,5,274,0.285714285714286
2,275,6,275,0.142857142857143
2,275,3,275,0.142857142857143
2,275,4,275,0.285714285714286
6,275,3,275,0.333333333333333
6,275,7,275,0.2
6,275,4,275,0.285714285714286
6,275,5,275,0.166666666666667
3,275,4,275,0.5
3,275,5,275,0.166666666666667
4,275,5,275,0.333333333333333
2,50,3,50,0.5
2,50,4,50,0.5
2,50,5,50,0.111111111111111
3,50,4,50,0.333333333333333
3,50,5,50,0.2
4,50,5,50,0.0909090909090909
2,55,6,55,0.166666666666667
2,55,3,55,0.2
2,55,4,55,0.25
2,55,5,55,0.166666666666667
6,55,7,55,0.2
6,55,5,55,0.142857142857143
3,55,4,55,0.25
3,55,5,55,0.166666666666667
4,55,5,55,0.2
2,163,6,163,0.142857142857143
6,163,3,163,0.222222222222222
6,163,7,163,0.428571428571428
3,163,7,163,0.166666666666667
3,163,5,163,0.25
2,92,3,92,0.125
2,92,4,92,0.076923076923077
2,92,5,92,0.0625
6,92,3,92,0.214285714285714
6,92,7,92,0.416666666666667
6,92,4,92,0.375
6,92,5,92,0.315789473684211
3,92,7,92,0.230769230769231
3,92,4,92,0.235294117647059
3,92,5,92,0.263157894736842
7,92,4,92,0.235294117647059
7,92,5,92,0.333333333333333
4,92,5,92,0.318181818181818
6,60,3,60,0.285714285714286
6,60,4,60,0.111111111111111
3,60,4,60,0.222222222222222
6,165,3,165,0.4
6,165,7,165,0.0909090909090909
6,165,4,165,0.272727272727273
6,165,5,165,0.363636363636364
3,165,7,165,0.25
3,165,4,165,0.2
3,165,5,165,0.181818181818182
7,165,4,165,0.111111111111111
7,165,5,165,0.1
4,165,5,165,0.181818181818182
3,73,4,73,0.25
7,136,4,136,0.5
7,139,5,139,0.666666666666667
3,217,4,217,0.111111111111111
4,217,5,217,0.1
6,44,3,44,0.5
6,44,5,44,0.333333333333333
3,44,5,44,0.5
3,56,5,56,0.5
3,130,4,130,0.333333333333333
6,203,3,203,1
6,215,3,215,0.333333333333333
7,211,5,211,0.5
7,270,5,270,1
7,226,4,226,0.333333333333333
4,241,5,241,0.5
4,218,5,218,1
4,87,5,87,1
4,266,5,266,0.166666666666667
6,62,4,62,0.25
6,192,7,192,0.333333333333333
6,192,4,192,0.25
7,192,4,192,0.25
4,135,5,135,1
4,227,5,227,1
4,254,5,254,0.25
6,243,4,243,0.333333333333333
7,140,4,140,0.5
7,140,5,140,1
4,140,5,140,0.5
6,126,7,126,0.25
6,126,5,126,0.4
7,126,5,126,0.333333333333333
6,141,7,141,0.25
6,141,5,141,0.666666666666667
7,141,5,141,0.2
6,138,7,138,0.2
6,138,5,138,0.125
7,138,5,138,0.285714285714286
7,193,5,193,1
6,255,7,255,0.2
